Name,Gender,Relationship,Age,City,Sector,Income,Needs,Expenses,Saving
Rahul Lal Negi,Male,Married,26-35,Indore,Private,594173,297086,178251,118836
Manish Kumar Negi,Male,Married,26-35,Agra,Government,1307360,653680,392208,261472
Ravi Nath Negi,Male,Divorced,51-60,Gurgaon,Public,1323072,661536,396921,264615
Kusum Bala Duggal,Female,Married,26-35,Prayagraj,Private,700686,350343,210205,140138
Megha Devi Mahajan,Female,Single,21-25,Noida,Public,1462582,731291,438774,292517
Karan Prasad Chopra,Male,Single,51-60,Ranchi,Business,443189,221594,132956,88639
Shreya Devi Saxena,Female,Divorced,21-25,Aligarh,Private,996988,498494,299096,199398
Deepika Bala Mittal,Female,Divorced,36-50,Gurgaon,Public,970795,485397,291238,194160
Akhil Nath Rawat,Male,Single,51-60,Aligarh,Private,1028300,514150,308490,205660
Rohit Chandra Saxena,Male,Unmarried,26-35,Varanasi,Government,549570,274785,164871,109914
Babita Shree Bajaj,Female,Unmarried,36-50,Agra,Public,1018689,509344,305606,203739
Aarav Prasad Chopra,Male,Single,51-60,Dehradun,Government,712947,356473,213884,142590
Sakshi Bala Malhotra,Female,Unmarried,51-60,Indore,Government,412538,206269,123761,82508
Sunita Devi Joshi,Female,Single,51-60,Jaipur,Public,975306,487653,292591,195062
Sanjay Narayan Verma,Male,Unmarried,26-35,Ranchi,Private,1156358,578179,346907,231272
Mukesh Lal Chopra,Male,Divorced,51-60,Noida,Private,624021,312010,187206,124805
Siddharth Narayan Tandon,Male,Married,51-60,Prayagraj,Business,1452585,726292,435775,290518
Pooja Shree Suri,Female,Married,21-25,Ghaziabad,Private,1118338,559169,335501,223668
Sunil Dev Bajaj,Male,Single,36-50,Indore,Private,489217,244608,146765,97844
Tanvi Bala Agarwal,Female,Unmarried,36-50,Indore,Private,1024397,512198,307319,204880
Geeta Shree Suri,Female,Single,51-60,Indore,Business,365835,182917,109750,73168
Hemant Kumar Negi,Male,Single,36-50,Dehradun,Business,1373433,686716,412029,274688
Mohit Lal Joshi,Male,Single,36-50,Chandigarh,Private,1106711,783812,225854,97045
Shreya Shree Sharma,Female,Single,26-35,Noida,Private,497465,354630,96139,46696
Naveen Dev Sharma,Male,Divorced,21-25,Ranchi,Government,1407770,703885,422331,281554
Anjali Kumari Mahajan,Female,Divorced,21-25,Dehradun,Private,867769,433884,260330,173555
Gaurav Chandra Seth,Male,Unmarried,21-25,Delhi,Government,489857,244928,146957,97972
Alok Nath Mahajan,Male,Divorced,51-60,Agra,Business,950417,475208,285125,190084
Simran Devi Tripathi,Female,Single,21-25,Noida,Business,652553,326276,195765,130512
Priya Devi Luthra,Female,Married,36-50,Kanpur,Business,1255156,890034,312537,52585
Sandeep Lal Suri,Male,Divorced,51-60,Lucknow,Private,1044471,522235,313341,208895
Sachin Narayan Sharma,Male,Single,36-50,Jaipur,Business,696859,348429,209057,139373
Anurag Nath Singh,Male,Divorced,21-25,Delhi,Business,548449,274224,164534,109691
Sachin Chandra Singh,Male,Divorced,26-35,Lucknow,Private,1152689,576344,345806,230539
Rashmi Shree Chopra,Female,Single,51-60,Delhi,Public,1212956,606478,363886,242592
Tanvi Bala Jain,Female,Divorced,26-35,Varanasi,Business,876774,438387,263032,175355
Manish Chandra Agarwal,Male,Unmarried,36-50,Ghaziabad,Public,1449872,724936,434961,289975
Akhil Prasad Jain,Male,Unmarried,21-25,Dehradun,Public,1114095,557047,334228,222820
Nidhi Shree Joshi,Female,Single,21-25,Dehradun,Private,1363185,681592,408955,272638
Nidhi Shree Luthra,Female,Divorced,51-60,Lucknow,Public,365282,182641,109584,73057
Rachna Shree Mishra,Female,Unmarried,36-50,Chandigarh,Private,871478,435739,261443,174296
Aadarsh Narayan Chopra,Male,Unmarried,51-60,Dehradun,Private,1495389,747694,448616,299079
Ravi Prasad Luthra,Male,Unmarried,51-60,Kanpur,Private,841214,420607,252364,168243
Harsh Dev Mittal,Male,Single,51-60,Prayagraj,Business,1057371,528685,317211,211475
Aadarsh Agarwal,Male,Divorced,51-60,Pune,Business,450362,225181,135109,90072
Aaditya Negi,Male,Divorced,26-35,Lucknow,Government,1253939,626970,376182,250788
Aakanksha Vats,Female,Married,36-50,Delhi,Business,513535,256768,154061,102707
Aakarsh Verma,Male,Divorced,36-50,Lucknow,Public,812288,406144,243686,162458
Aakarshan Bhardwaj,Male,Unmarried,21-25,Kanpur,Business,444393,222197,133318,88879
Aakarshan Chauhan,Male,Single,36-50,Indore,Business,429640,214820,128892,85928
Aalam.Varshitha,Female,Divorced,51-60,Delhi,Government,503767,251884,151130,100753
Aanchal Sharma,Female,Divorced,51-60,Ghaziabad,Private,411181,205591,123354,82236
Aarav Raj Singh,Male,Divorced,36-50,Bangalore,Public,1077982,538991,323395,215596
Aarohi Tandon,Female,Married,26-35,Dehradun,Government,509279,254640,152784,101856
Aarushi Chopra,Female,Single,26-35,Mumbai,Public,950130,475065,285039,190026
Aashi Bansal,Female,Single,51-60,Dehradun,Government,746515,373258,223955,149303
Aastha Saigal,Female,Divorced,21-25,Allahabad,Business,673534,336767,202060,134707
Aastha Sati,Female,Unmarried,36-50,Hyderabad,Government,1292310,646155,387693,258462
Aayushi Agarwal,Female,Divorced,21-25,Ghaziabad,Private,546707,273354,164012,109341
Aayushi Chauhan,Female,Single,26-35,Lucknow,Government,367109,183555,110133,73422
Aayushi Koul,Female,Married,51-60,Hyderabad,Public,926272,463136,277882,185254
Abhay Bisht,Male,Single,21-25,Lucknow,Business,655583,327792,196675,131117
Abhay Dhaundiyal,Male,Divorced,36-50,Ahmedabad,Government,566971,283486,170091,113394
Abhay Pratap Singh,Male,Married,36-50,Bangalore,Private,859669,429835,257901,171934
Abhay Pratap Singh,Male,Divorced,26-35,Pune,Public,501086,250543,150326,100217
Abhi Singh Rana,Male,Divorced,36-50,Chennai,Public,698604,349302,209581,139721
Abhijeet Bisht,Male,Single,21-25,Ghaziabad,Private,942489,471245,282747,188498
Abhijeet Nautiyal,Male,Single,36-50,Pune,Public,581439,290720,174432,116288
Abhijeet Singhal,Male,Married,26-35,Chennai,Private,1279853,639927,383956,255971
Abhimanyu Kumar,Male,Single,51-60,Lucknow,Public,358795,179398,107639,71759
Abhinav,Male,Unmarried,36-50,Gurugram,Private,913491,456746,274047,182698
Abhinav Gupta,Male,Unmarried,26-35,Vadodara,Government,821343,410672,246403,164269
Abhinav Jain,Male,Divorced,26-35,Dehradun,Government,1240242,620121,372073,248048
Abhinav Mohan Bhatia,Male,Married,51-60,Ludhiana,Private,327888,163944,98366,65578
Abhishek,Male,Unmarried,26-35,Bangalore,Private,631289,315645,189387,126258
Abhishek Gupta,Male,Divorced,36-50,Allahabad,Public,1160428,580214,348128,232086
Abhishek Jain,Male,Unmarried,36-50,Mumbai,Private,1026583,513292,307975,205317
Abhishek Jindal,Male,Divorced,51-60,Mumbai,Business,655986,327993,196796,131197
Abhishek Kumar Jha,Male,Unmarried,51-60,Surat,Public,739852,369926,221956,147970
Abhishek Negi,Male,Divorced,21-25,Indore,Public,767958,383979,230387,153592
Abhishek Negi,Male,Single,51-60,Mumbai,Business,448570,224285,134571,89714
Abhishek Raj,Male,Married,36-50,Ghaziabad,Business,396435,198218,118931,79287
Abhishek Sati,Male,Divorced,26-35,Bangalore,Business,753304,376652,225991,150661
Abhishek Singh,Male,Married,21-25,Ahmedabad,Private,1018206,509103,305462,203641
Adarsh Malviya,Male,Divorced,51-60,Allahabad,Private,545129,272565,163539,109026
Adarsh Raj,Male,Divorced,51-60,Indore,Private,434684,217342,130405,86937
Aditi Bansal,Female,Single,36-50,Vadodara,Business,725201,362601,217560,145040
Aditi Mittal,Female,Single,21-25,Allahabad,Public,645567,322784,193670,129113
Aditya Bhadauria,Male,Divorced,21-25,Hyderabad,Private,900006,450003,270002,180001
Aditya Jaiswal,Male,Divorced,36-50,Allahabad,Government,1006474,503237,301942,201295
Aditya Rawat,Male,Unmarried,51-60,Delhi,Public,1272565,636283,381770,254513
Aishwarya Varghese,Female,Single,21-25,Ghaziabad,Business,846901,423451,254070,169380
Akanksha Bharti,Female,Married,21-25,Chennai,Private,321102,160551,96331,64220
Akanksha Bisht,Female,Divorced,26-35,Allahabad,Public,1081063,540532,324319,216213
Akanksha Rawat,Female,Unmarried,51-60,Pune,Private,816459,408230,244938,163292
Akansha Walia,Female,Divorced,51-60,Roorkee,Private,813036,406518,243911,162607
Akash Bhatt,Male,Married,51-60,Ahmedabad,Private,890135,445068,267041,178027
Akash Rawat,Male,Unmarried,21-25,Roorkee,Public,502262,251131,150679,100452
Akash Sharma,Male,Divorced,26-35,Allahabad,Government,553791,276896,166137,110758
Akhil Bisht,Male,Divorced,21-25,Kanpur,Public,589316,294658,176795,117863
Akhil Pratap Singh,Male,Divorced,51-60,Pune,Public,629639,314820,188892,125928
Akhilesh Rawat,Male,Married,51-60,Gurugram,Public,682011,341006,204603,136402
Akriti Saklani,Female,Single,26-35,Indore,Public,638251,319126,191475,127650
Akshat Bhatt,Male,Single,21-25,Roorkee,Public,1100932,550466,330280,220186
Akshat Sharma,Male,Unmarried,21-25,Dehradun,Business,683639,341820,205092,136728
Akshat Thapliyal,Male,Married,21-25,Vadodara,Business,1258059,629030,377418,251612
Akshay,Male,Divorced,51-60,Vadodara,Public,686017,343009,205805,137203
Akshay Patwal,Male,Divorced,26-35,Bangalore,Government,403554,201777,121066,80711
Alankrit Singh,Male,Single,26-35,Kanpur,Public,446126,223063,133838,89225
Alok Bhatt,Male,Married,36-50,Ahmedabad,Public,1309715,654858,392915,261943
Alya Gupta,Female,Single,36-50,Allahabad,Public,887335,443668,266201,177467
Aman Kumar Pal,Male,Divorced,21-25,Roorkee,Government,973580,486790,292074,194716
Aman Malik,Male,Unmarried,51-60,Delhi,Private,1201549,600775,360465,240310
Aman Nautiyal,Male,Unmarried,26-35,Pune,Business,1213609,606805,364083,242722
Aman Singh,Male,Single,51-60,Roorkee,Private,600950,300475,180285,120190
Amisha Ganglas,Female,Divorced,26-35,Delhi,Government,476473,238237,142942,95295
Amisha Pundir,Female,Unmarried,26-35,Delhi,Private,1240525,620263,372158,248105
Amolika Agrawal,Female,Single,36-50,Hyderabad,Government,1142008,571004,342602,228402
Anagha Bhardwaj,Female,Unmarried,21-25,Pune,Business,1145296,572648,343589,229059
Anamika,Female,Single,21-25,Chennai,Government,963223,481612,288967,192645
Anant Bhardwaj,Male,Unmarried,26-35,Surat,Government,426417,213209,127925,85283
Anant Singh Pawar,Male,Unmarried,36-50,Ghaziabad,Private,1215477,607739,364643,243095
Ananya Singh,Female,Unmarried,21-25,Ghaziabad,Public,791210,395605,237363,158242
Animesh Bajpayee,Male,Divorced,51-60,Dehradun,Government,1245129,622565,373539,249026
Anirudh Negi,Male,Unmarried,36-50,Roorkee,Public,900895,450448,270269,180179
Anivesh Agnihotri,Male,Divorced,26-35,Indore,Private,450294,225147,135088,90059
Anjali Bhandari,Female,Unmarried,21-25,Ahmedabad,Business,527724,263862,158317,105545
Anjali Negi,Female,Married,36-50,Pune,Public,1262130,631065,378639,252426
Anjali Saxena,Female,Divorced,51-60,Vadodara,Government,692161,346081,207648,138432
Anjali Sharma,Female,Married,36-50,Delhi,Private,1072678,536339,321803,214536
Anjali Singh,Female,Single,21-25,Pune,Public,576744,288372,173023,115349
Ankit Kumar,Male,Divorced,26-35,Surat,Public,345774,172887,103732,69155
Ankit Kumar,Male,Unmarried,21-25,Ahmedabad,Government,1059891,529946,317967,211978
Ankit Kumar,Male,Divorced,21-25,Chennai,Business,431466,215733,129440,86293
Ankit Kumar,Male,Divorced,26-35,Allahabad,Public,750904,375452,225271,150181
Ankit Sharma,Male,Divorced,36-50,Kanpur,Business,505167,252584,151550,101033
Anmol Malik,Male,Single,21-25,Ludhiana,Business,1237695,618848,371309,247539
Anmol Taneja,Male,Divorced,26-35,Indore,Government,990155,495078,297047,198031
Ansh Kumar Garg,Male,Married,21-25,Mumbai,Private,695975,347988,208793,139195
Anshika Paliwal,Female,Unmarried,51-60,Mumbai,Private,1127508,563754,338252,225502
Anshika Verma,Female,Single,51-60,Indore,Public,801023,400512,240307,160205
Anshul,Male,Married,21-25,Chennai,Public,1245894,622947,373768,249179
Anshul Garg,Male,Unmarried,51-60,Chennai,Private,1291883,645942,387565,258377
Anshul Pandey,Male,Married,26-35,Roorkee,Government,433873,216937,130162,86775
Anshuman Jaiswal,Male,Married,36-50,Vadodara,Business,875165,437583,262550,175033
Anshuman Nautiyal,Male,Unmarried,36-50,Delhi,Public,889969,444985,266991,177994
Anukul Saini,Male,Married,21-25,Ghaziabad NCR,Government,346358,173179,103907,69272
Anurag Bhatt,Male,Divorced,26-35,Pune,Business,776595,388298,232979,155319
Anurag Choudhary,Male,Single,26-35,Pune,Public,1207405,603703,362222,241481
Anurag Goel,Male,Single,26-35,Pune,Private,884605,442303,265382,176921
Anurag Kotwal,Male,Divorced,21-25,Pune,Private,340221,170111,102066,68044
Anurag Kumar,Male,Divorced,26-35,Vadodara,Public,767528,383764,230258,153506
Anurag Kumawat,Male,Married,21-25,Gurugram,Government,483767,241884,145130,96753
Anusha Gairola,Female,Unmarried,36-50,Ludhiana,Business,946405,473203,283922,189281
Anushka Agarwal,Female,Married,21-25,Kanpur,Private,694797,347399,208439,138959
Anushka Bajpai,Female,Divorced,21-25,Lucknow,Government,1248526,624263,374558,249705
Anushka Garg,Female,Single,26-35,Roorkee,Private,885676,442838,265703,177135
Anushka Kukreti,Female,Married,26-35,Lucknow,Public,1062186,531093,318656,212437
Apratim Tripathi,Male,Divorced,36-50,Mumbai,Private,664710,332355,199413,132942
Arnav Goyal,Male,Married,21-25,Indore,Private,1130017,565009,339005,226003
Arpan Semwal,Male,Married,51-60,Gurugram,Public,1129373,564687,338812,225875
Arun Kumar Singh,Male,Single,36-50,Bangalore,Public,1099110,549555,329733,219822
Arun Malik,Male,Divorced,21-25,Mumbai,Business,565625,282813,169688,113125
Aryan Singhal,Male,Unmarried,26-35,Vadodara,Public,1318025,659013,395408,263605
Aryan Tuteja,Male,Divorced,36-50,Surat,Business,925023,462512,277507,185005
Ashish Pal,Male,Unmarried,21-25,Dehradun,Private,631650,315825,189495,126330
Ashish Sahu,Male,Married,51-60,Ghaziabad,Public,593109,296555,177933,118622
Ashish Solanki,Male,Married,21-25,Pune,Private,503277,251639,150983,100655
Ashutosh Bisht,Male,Married,21-25,Roorkee,Government,872127,436064,261638,174425
Ashutosh Devrani,Male,Married,26-35,Dehradun,Government,730432,365216,219130,146086
Ashutosh Dubey,Male,Single,21-25,Gurugram,Public,751923,375962,225577,150385
Ashutosh Farswan,Male,Unmarried,21-25,Bangalore,Private,571118,285559,171335,114224
Ashutosh Gupta,Male,Married,21-25,Ghaziabad,Government,1001840,500920,300552,200368
Ashutosh Kumar Gupta,Male,Married,51-60,Dehradun,Private,887943,443972,266383,177589
Ashutosh Pandey,Male,Divorced,21-25,Ghaziabad,Public,1160890,580445,348267,232178
Ashutosh Teotia,Male,Single,36-50,Ghaziabad,Public,654776,327388,196433,130955
Ashutosh Tewari,Male,Married,36-50,Dehradun,Private,1064778,532389,319433,212956
Asmita Kakkar,Female,Unmarried,21-25,Hyderabad,Private,978096,489048,293429,195619
Astha Rai,Female,Single,36-50,Delhi,Public,1270649,635325,381195,254130
Avi Sharma,Male,Divorced,51-60,Indore,Government,471460,235730,141438,94292
Aviral Bhardwaj,Male,Single,26-35,Gurugram,Business,707471,353736,212241,141494
Aviral Sharma,Male,Unmarried,26-35,Gurugram,Business,951487,475744,285446,190297
Ayank Gupta,Male,Divorced,26-35,Roorkee,Private,1193123,596562,357937,238625
Ayush Barakoti,Male,Single,51-60,Vadodara,Public,461286,230643,138386,92257
Ayush Chandola,Male,Divorced,21-25,Delhi,Business,966354,483177,289906,193271
Ayush Chauhan,Male,Unmarried,26-35,Ghaziabad NCR,Public,666496,333248,199949,133299
Ayush Chawla,Male,Married,26-35,Indore,Public,639423,319712,191827,127885
Ayush Gaurav,Male,Divorced,21-25,Kanpur,Public,670582,335291,201175,134116
Ayush Joshi,Male,Unmarried,26-35,Vadodara,Public,768095,384048,230429,153619
Ayush Kumar Singh,Male,Single,26-35,Chennai,Private,1153980,576990,346194,230796
Ayush Mohan Semwal,Male,Divorced,21-25,Vadodara,Private,1098266,549133,329480,219653
Ayush Negi,Male,Single,21-25,Ahmedabad,Government,560913,280457,168274,112183
Ayush Pandey,Male,Divorced,51-60,Ghaziabad,Public,1187223,593612,356167,237445
Ayush Rana,Male,Married,26-35,Lucknow,Business,784624,392312,235387,156925
Ayush Sharma,Male,Married,36-50,Kanpur,Public,966573,483287,289972,193315
Ayush Singh,Male,Married,26-35,Surat,Government,628496,314248,188549,125699
Ayush Srivastava,Male,Single,26-35,Vadodara,Government,1292952,646476,387886,258590
Ayushi Kathait,Female,Divorced,51-60,Indore,Private,694483,347242,208345,138897
Ayushi Negi,Female,Single,36-50,Ahmedabad,Private,946724,473362,284017,189345
Bandana Kushwaha,Female,Married,21-25,Ludhiana,Business,454448,227224,136334,90890
Bhanu Rawat,Male,Single,51-60,Delhi,Government,1125711,562856,337713,225142
Bhavesh Chadha,Male,Unmarried,21-25,Bangalore,Private,604850,302425,181455,120970
Bhavya Srivastava,Female,Single,51-60,Hyderabad,Public,610640,305320,183192,122128
Boreddy Sreeja,Female,Unmarried,51-60,Delhi,Business,778394,389197,233518,155679
Budda Tarun Kumar Reddy,Male,Divorced,26-35,Ghaziabad NCR,Business,848215,424108,254465,169643
Chekkera Ravindra Reddy,Male,Unmarried,51-60,Ghaziabad NCR,Private,573950,286975,172185,114790
Chhaya Negi,Female,Divorced,26-35,Gurugram,Government,1097059,548530,329118,219412
Chirag Pant,Male,Single,26-35,Ghaziabad NCR,Business,589935,294968,176981,117987
Daksh Choudhary,Male,Single,21-25,Roorkee,Business,1186570,593285,355971,237314
Daksh Gupta,Male,Divorced,36-50,Mumbai,Public,790477,395239,237143,158095
Darshita Gupta,Female,Married,26-35,Mumbai,Business,636941,318471,191082,127388
Deepak Bisht,Male,Married,36-50,Delhi,Business,706108,353054,211832,141222
Deepak Bisht,Male,Unmarried,26-35,Mumbai,Business,807056,403528,242117,161411
Deepak Godiyal,Male,Married,36-50,Mumbai,Private,1263410,631705,379023,252682
Deepak K,Male,Single,36-50,Mumbai,Business,893873,446937,268162,178775
Deepak Kaushik,Male,Married,21-25,Ghaziabad,Government,589181,294591,176754,117836
Deepak Pandey,Male,Single,26-35,Surat,Business,825319,412660,247596,165064
Deepak Singh Karki,Male,Unmarried,51-60,Surat,Private,825404,412702,247621,165081
Deepanshi Samant,Female,Unmarried,36-50,Ludhiana,Public,1288308,644154,386492,257662
Deepanshu Joshi,Male,Single,26-35,Ludhiana,Private,794247,397124,238274,158849
Deepanshu Madan,Male,Married,36-50,Gurugram,Business,518052,259026,155416,103610
Deepanshu Tewari,Male,Single,51-60,Lucknow,Business,530087,265044,159026,106017
Deepanshu Upadhyaya,Male,Unmarried,51-60,Pune,Business,583725,291863,175118,116745
Devansh Aggarwal,Male,Single,51-60,Dehradun,Private,1265813,632907,379744,253163
Devansh Dubey,Male,Married,51-60,Surat,Government,596313,298157,178894,119263
Devansh Tyagi,Male,Unmarried,21-25,Ahmedabad,Public,1161003,580502,348301,232201
Devanshu Kumar Ranjan,Male,Single,51-60,Dehradun,Private,1101668,550834,330500,220334
Devendra Johari,Male,Unmarried,26-35,Ghaziabad,Private,720715,360358,216215,144143
Devendra Singh,Male,Married,51-60,Delhi,Business,1051294,525647,315388,210259
Devesh Kumar Singh,Male,Married,21-25,Hyderabad,Public,824158,412079,247247,164832
Dharna Goel,Female,Unmarried,36-50,Ahmedabad,Private,561607,280804,168482,112321
Dhruv Jaiswal,Male,Divorced,21-25,Hyderabad,Public,1036199,518100,310860,207240
Dhruv Singhal,Male,Single,51-60,Kanpur,Business,1091886,545943,327566,218377
Diptendu Nandi,Male,Divorced,26-35,Pune,Public,394570,197285,118371,78914
Disha Kesarwani,Female,Divorced,36-50,Ludhiana,Business,1091325,545663,327398,218265
Dishant Malik,Male,Divorced,36-50,Gurugram,Public,729196,364598,218759,145839
Divay,Male,Married,21-25,Bangalore,Private,1220156,610078,366047,244031
Divya Darshan,Male,Unmarried,51-60,Vadodara,Business,820666,410333,246200,164133
Divyansh Bhatt,Male,Married,36-50,Delhi,Business,331319,165660,99396,66264
Divyansh Gautam,Male,Single,36-50,Vadodara,Private,477775,238888,143333,95555
Divyansh Saxena,Male,Single,21-25,Mumbai,Private,944918,472459,283475,188984
Divyansh Verma,Male,Married,21-25,Indore,Business,943355,471678,283007,188671
Diya Koranga,Female,Unmarried,51-60,Lucknow,Government,960504,480252,288151,192101
Doman Sarkar,Male,Divorced,21-25,Mumbai,Government,920721,460361,276216,184144
Esha Gusain,Female,Divorced,51-60,Indore,Private,1143791,571896,343137,228758
Esha Rawat,Female,Divorced,21-25,Ghaziabad,Business,863413,431707,259024,172683
G Sharath Chandra Reddy,Male,Married,21-25,Mumbai,Private,520314,260157,156094,104063
Gagan Soni,Male,Married,21-25,Gurugram,Private,657370,328685,197211,131474
Gaurangi Tripathi,Female,Divorced,26-35,Pune,Private,543407,271704,163022,108681
Gaurav Gupta,Male,Single,26-35,Ahmedabad,Public,1018266,509133,305480,203653
Gaurav Tewari,Male,Married,36-50,Surat,Public,473789,236895,142137,94758
Geetika Jaiswal,Female,Married,26-35,Pune,Business,653006,326503,195902,130601
Geetika Oli,Female,Married,21-25,Delhi,Public,1297837,648919,389351,259567
Girija Rathore,Female,Single,21-25,Chennai,Business,578435,289218,173531,115687
Golla Naveen,Male,Unmarried,51-60,Dehradun,Private,1235294,617647,370588,247059
Gorank Kansal,Male,Single,21-25,Lucknow,Business,815114,407557,244534,163023
Gourav Choudhary,Male,Single,21-25,Roorkee,Public,1288976,644488,386693,257795
Gunda Satwik,Male,Single,36-50,Surat,Business,1064516,532258,319355,212903
Gyanesh,Male,Unmarried,21-25,Ludhiana,Government,1232633,616317,369790,246527
Harsh Agarwal,Male,Unmarried,21-25,Ghaziabad NCR,Business,1073380,536690,322014,214676
Harsh Aggarwal,Male,Divorced,21-25,Mumbai,Public,398021,199011,119406,79604
Harsh Chaturvedi,Male,Divorced,51-60,Pune,Government,1066812,533406,320044,213362
Harsh Goel,Male,Married,51-60,Surat,Private,835028,417514,250508,167006
Harsh Gupta,Male,Single,36-50,Ghaziabad NCR,Public,1039322,519661,311797,207864
Harsh Gupta,Male,Single,21-25,Kanpur,Private,859136,429568,257741,171827
Harshika Handoo,Female,Divorced,26-35,Ghaziabad NCR,Public,525201,262601,157560,105040
Harshit,Male,Divorced,26-35,Lucknow,Business,969188,484594,290756,193838
Harshit Joshi,Male,Married,21-25,Lucknow,Public,1223883,611942,367165,244777
Harshit Mittal,Male,Unmarried,51-60,Roorkee,Private,360842,180421,108253,72168
Harshit Sati,Male,Married,26-35,Bangalore,Private,1291615,645808,387485,258323
Harshit Sharma,Male,Unmarried,21-25,Ahmedabad,Government,780545,390273,234164,156109
Harshit Singh,Male,Single,26-35,Vadodara,Business,1052731,526366,315819,210546
Harshit Tiwari,Male,Divorced,21-25,Ghaziabad NCR,Business,1105701,552851,331710,221140
Harshita Goswami,Female,Unmarried,51-60,Chennai,Government,1166398,583199,349919,233280
Harshvardhan,Male,Single,36-50,Ghaziabad,Private,848961,424481,254688,169792
Himanshu Gupta,Male,Unmarried,51-60,Bangalore,Government,760475,380238,228143,152095
Himanshu Negi,Male,Single,36-50,Kanpur,Public,1134221,567111,340266,226844
Himanshu Pal,Male,Single,26-35,Surat,Business,1265799,632900,379740,253160
Himanshu Rai,Male,Divorced,21-25,Ghaziabad,Business,854043,427022,256213,170809
Himanshu Sajwan,Male,Married,51-60,Vadodara,Private,1077427,538714,323228,215485
Himanshu Semwal,Male,Single,36-50,Ghaziabad,Business,801831,400916,240549,160366
Himanshu Singh,Male,Single,51-60,Delhi,Business,1119566,559783,335870,223913
Isha Aggarwal,Female,Single,21-25,Surat,Public,508692,254346,152608,101738
Isha Jain,Female,Married,26-35,Bangalore,Public,507294,253647,152188,101459
Isha Singhal,Female,Unmarried,21-25,Delhi,Public,1291256,645628,387377,258251
Ishaan Gupta,Male,Married,51-60,Dehradun,Public,1281313,640657,384394,256263
Ishan Vats,Male,Unmarried,51-60,Ghaziabad NCR,Private,397404,198702,119221,79481
Ishank Srivastava,Male,Single,51-60,Bangalore,Public,681600,340800,204480,136320
Ishika Goyal,Female,Single,26-35,Ludhiana,Public,1212937,606469,363881,242587
Jagrit Rai,Male,Married,26-35,Ghaziabad,Business,612995,306498,183899,122599
Jahnavi Mahara,Female,Unmarried,26-35,Ahmedabad,Private,1129601,564801,338880,225920
Jahnvi Pathak,Female,Divorced,26-35,Kanpur,Public,854292,427146,256288,170858
Jai Sharma,Male,Unmarried,26-35,Dehradun,Public,812234,406117,243670,162447
Jaskaran Singh,Male,Divorced,21-25,Mumbai,Private,1273114,636557,381934,254623
Jatin Singh Chaudhary,Male,Divorced,26-35,Hyderabad,Government,674720,337360,202416,134944
Jay Mandal,Male,Unmarried,51-60,Surat,Business,891802,445901,267541,178360
Jay Pratap Singh,Male,Divorced,26-35,Allahabad,Public,986338,493169,295901,197268
Jaya Sharma,Female,Divorced,26-35,Surat,Business,987497,493749,296249,197499
Jigyasu Deo,Male,Single,36-50,Dehradun,Government,697961,348981,209388,139592
Jitendra Bisht,Male,Single,21-25,Indore,Public,1057943,528972,317383,211589
Jitesh Kumar Singh,Male,Married,26-35,Allahabad,Private,595727,297864,178718,119145
Jyoti Bisht,Female,Divorced,36-50,Delhi,Business,420797,210399,126239,84159
K.Ishwari Raj,Female,Single,26-35,Roorkee,Business,716766,358383,215030,143353
Kaamya Gaur,Female,Married,36-50,Allahabad,Public,850148,425074,255044,170030
Kalamandalapadu Gowtham,Male,Single,36-50,Indore,Business,957163,478582,287149,191433
Kamakshi Karakoti,Female,Divorced,21-25,Roorkee,Government,801807,400904,240542,160361
Kanchan Rautela,Female,Divorced,36-50,Delhi,Private,1167678,583839,350303,233536
Kapish Pandoh,Male,Unmarried,36-50,Ludhiana,Government,522469,261235,156741,104494
Kartavya Chauhan,Male,Divorced,21-25,Dehradun,Private,987615,493808,296285,197523
Kartikey Kiroula,Male,Married,21-25,Delhi,Government,1232729,616365,369819,246546
Kartikeya Padaliya,Male,Married,36-50,Roorkee,Government,938128,469064,281438,187626
Kaustav Roy,Male,Divorced,36-50,Ahmedabad,Business,462232,231116,138670,92446
Keshav Aman,Male,Single,26-35,Roorkee,Business,331242,165621,99373,66248
Keshav Chauhan,Male,Single,21-25,Mumbai,Government,903696,451848,271109,180739
Konanki Venkata Prathima,Female,Unmarried,21-25,Pune,Government,573803,286902,172141,114761
Koushika Negi,Female,Divorced,26-35,Vadodara,Government,950752,475376,285226,190150
Krishanu Rai,Male,Divorced,21-25,Chennai,Private,1252142,626071,375643,250428
Kritika Chauhan,Female,Unmarried,36-50,Ludhiana,Government,679865,339933,203960,135973
Ksheetiz Agrahari,Male,Single,36-50,Ludhiana,Government,637613,318807,191284,127523
Kuldeep Chamoli,Male,Unmarried,36-50,Indore,Government,546219,273110,163866,109244
Kultar Singh,Male,Unmarried,36-50,Vadodara,Business,729822,364911,218947,145964
Kunal Goel,Male,Unmarried,36-50,Ghaziabad,Private,1156903,578452,347071,231381
Kushagra Mathur,Male,Divorced,21-25,Dehradun,Private,909994,454997,272998,181999
Kushal Srivastava,Male,Divorced,21-25,Dehradun,Public,376438,188219,112931,75288
Lakshika Kapri,Female,Unmarried,26-35,Gurugram,Private,801223,400612,240367,160245
Lakshy Gupta,Male,Married,51-60,Ghaziabad,Private,843488,421744,253046,168698
Lavish Arora,Male,Divorced,36-50,Surat,Private,853160,426580,255948,170632
